"invoice_id","city","category","unit_price","quantity","sale_date","sale_time","payment_method","rating"
4403,"Coppell","Home and lifestyle","48.00",1,"2020-09-12","15:45:00","Ewallet","7.00"
4404,"Odessa","Fashion accessories","84.00",2,"2022-11-12","19:35:00","Ewallet","4.00"
4405,"Richardson","Home and lifestyle","85.00",1,"2021-09-19","18:57:00","Ewallet","5.00"
4406,"Killeen","Fashion accessories","85.00",3,"2021-11-20","19:44:00","Ewallet","4.00"
4407,"Pasadena","Home and lifestyle","76.00",3,"2020-12-10","18:53:00","Ewallet","4.00"
4408,"Dallas","Fashion accessories","35.00",1,"2021-10-02","16:46:00","Ewallet","7.00"
4409,"Baytown","Home and lifestyle","59.00",1,"2021-09-26","18:25:00","Ewallet","4.00"
4410,"Brownwood","Fashion accessories","26.00",3,"2020-11-07","18:26:00","Ewallet","6.00"
4411,"Little Elm","Home and lifestyle","63.00",3,"2023-11-29","19:25:00","Ewallet","6.00"
4412,"Longview","Fashion accessories","56.00",1,"2023-12-13","19:52:00","Ewallet","4.00"
4413,"La Porte","Home and lifestyle","41.00",1,"2023-11-01","19:03:00","Ewallet","6.00"
4414,"Garland","Fashion accessories","48.00",2,"2023-11-29","16:00:00","Ewallet","4.00"
4415,"Cleburne","Home and lifestyle","38.00",1,"2021-10-29","15:20:00","Ewallet","6.00"
4416,"Killeen","Fashion accessories","30.00",3,"2020-12-26","15:05:00","Ewallet","7.00"
4417,"Big Spring","Home and lifestyle","66.00",3,"2021-12-03","15:06:00","Ewallet","9.00"
4418,"Pflugerville","Fashion accessories","20.00",3,"2023-09-11","18:36:00","Ewallet","9.00"
4419,"Cedar Park","Home and lifestyle","49.00",1,"2021-09-22","20:09:00","Ewallet","7.00"
4420,"Frisco","Fashion accessories","20.00",1,"2020-09-20","16:13:00","Ewallet","6.00"
4421,"New Braunfels","Home and lifestyle","34.00",1,"2021-12-30","16:45:00","Ewallet","4.00"
4422,"McAllen","Fashion accessories","58.00",3,"2020-09-29","17:53:00","Ewallet","5.00"
4423,"Lake Jackson","Home and lifestyle","24.00",1,"2020-10-27","18:59:00","Ewallet","4.00"
4424,"Irving","Fashion accessories","18.00",2,"2023-09-19","17:08:00","Ewallet","5.00"
4425,"Euless","Home and lifestyle","66.00",3,"2021-11-29","15:47:00","Ewallet","6.00"
4426,"Pearland","Fashion accessories","33.00",1,"2020-11-24","16:24:00","Ewallet","6.00"
4427,"Harlingen","Home and lifestyle","34.00",1,"2021-12-04","20:24:00","Ewallet","5.00"
4428,"Pflugerville","Fashion accessories","18.00",1,"2023-12-18","17:20:00","Ewallet","7.00"
4429,"Coppell","Home and lifestyle","71.00",1,"2023-10-31","20:05:00","Ewallet","5.00"
4430,"Arlington","Fashion accessories","61.00",1,"2020-12-03","18:43:00","Ewallet","9.00"
4431,"Odessa","Home and lifestyle","58.00",3,"2020-10-14","17:43:00","Ewallet","6.00"
4432,"Lewisville","Fashion accessories","79.00",1,"2023-09-21","19:51:00","Ewallet","8.00"
4433,"Mansfield","Home and lifestyle","81.00",1,"2022-12-02","18:37:00","Ewallet","4.00"
4434,"Killeen","Fashion accessories","55.00",2,"2022-10-04","19:44:00","Ewallet","7.00"
4435,"Alamo","Home and lifestyle","20.00",3,"2022-12-14","20:08:00","Ewallet","7.00"
4436,"Alice","Fashion accessories","15.00",1,"2020-08-17","15:49:00","Ewallet","6.00"
4437,"Missouri City","Home and lifestyle","60.00",1,"2020-10-02","17:17:00","Credit card","7.00"
4438,"Eagle Pass","Fashion accessories","25.00",1,"2020-09-05","20:31:00","Ewallet","4.00"
4439,"Rockwall","Home and lifestyle","46.00",2,"2023-12-17","17:59:00","Ewallet","4.00"
4440,"Lancaster","Fashion accessories","40.00",3,"2022-08-25","15:33:00","Ewallet","6.00"
4441,"League City","Home and lifestyle","79.00",1,"2022-09-13","19:48:00","Ewallet","7.00"
4442,"Midland","Fashion accessories","56.00",3,"2022-08-05","15:48:00","Ewallet","9.00"
4443,"Lewisville","Home and lifestyle","27.00",3,"2020-09-22","18:47:00","Ewallet","6.00"
4444,"Irving","Fashion accessories","36.00",1,"2023-09-25","19:42:00","Ewallet","5.00"
4445,"Flower Mound","Home and lifestyle","27.00",2,"2022-09-23","18:15:00","Ewallet","8.00"
4446,"Arlington","Fashion accessories","31.00",3,"2020-10-11","15:15:00","Ewallet","8.00"
4447,"Del Rio","Home and lifestyle","32.00",2,"2021-08-06","18:41:00","Ewallet","4.00"
4448,"Nacogdoches","Fashion accessories","20.00",1,"2021-09-04","19:07:00","Ewallet","7.00"
4449,"Alice","Home and lifestyle","56.00",2,"2022-12-22","16:52:00","Ewallet","6.00"
4450,"Euless","Fashion accessories","67.00",2,"2020-09-23","19:32:00","Ewallet","5.00"
4451,"Austin","Home and lifestyle","60.00",2,"2020-11-15","19:39:00","Ewallet","6.00"
4452,"Pearland","Fashion accessories","22.00",3,"2022-12-30","20:42:00","Ewallet","6.00"
4453,"Missouri City","Home and lifestyle","58.00",1,"2021-10-23","19:25:00","Credit card","4.00"
4454,"Cedar Park","Fashion accessories","78.00",2,"2022-10-10","19:48:00","Ewallet","5.00"
4455,"Mineral Wells","Home and lifestyle","62.00",3,"2021-11-06","20:18:00","Ewallet","8.00"
4456,"Lake Jackson","Fashion accessories","16.00",1,"2022-11-19","19:10:00","Ewallet","7.00"
4457,"La Porte","Home and lifestyle","18.00",1,"2023-11-19","16:35:00","Ewallet","5.00"
4458,"Big Spring","Fashion accessories","83.00",3,"2022-09-01","17:17:00","Ewallet","8.00"
4459,"Mission","Home and lifestyle","75.00",3,"2022-12-08","15:07:00","Ewallet","4.00"
4460,"McKinney","Fashion accessories","23.00",2,"2021-12-01","18:23:00","Ewallet","6.00"
4461,"Rockwall","Home and lifestyle","60.00",1,"2021-08-18","17:28:00","Ewallet","6.00"
4462,"Nacogdoches","Fashion accessories","58.00",2,"2021-08-09","18:02:00","Ewallet","9.00"
4463,"McKinney","Home and lifestyle","31.00",2,"2022-10-28","18:30:00","Ewallet","5.00"
4464,"Richardson","Fashion accessories","67.00",3,"2020-08-04","17:43:00","Ewallet","7.00"
4465,"Big Spring","Home and lifestyle","20.00",1,"2023-12-30","16:05:00","Ewallet","5.00"
4466,"Hurst","Fashion accessories","31.00",2,"2021-12-22","16:31:00","Ewallet","9.00"
4467,"Fort Worth","Home and lifestyle","62.00",2,"2023-09-14","17:02:00","Ewallet","4.00"
4468,"Big Spring","Fashion accessories","72.00",1,"2023-10-12","17:39:00","Ewallet","9.00"
4469,"Alice","Home and lifestyle","72.00",3,"2022-08-29","20:39:00","Ewallet","9.00"
4470,"Mission","Fashion accessories","29.00",1,"2022-10-23","18:22:00","Ewallet","9.00"
4471,"New Braunfels","Home and lifestyle","36.00",3,"2020-10-01","15:27:00","Ewallet","6.00"
4472,"Austin","Fashion accessories","66.00",3,"2021-09-05","15:49:00","Ewallet","8.00"
4473,"Killeen","Home and lifestyle","67.00",2,"2020-08-02","20:07:00","Ewallet","9.00"
4474,"Haltom City","Fashion accessories","64.00",3,"2022-12-21","16:19:00","Ewallet","8.00"
4475,"Bryan","Home and lifestyle","33.00",2,"2022-09-15","18:28:00","Ewallet","4.00"
4476,"Denton","Fashion accessories","27.00",3,"2021-11-14","19:42:00","Ewallet","5.00"
4477,"Flower Mound","Home and lifestyle","45.00",2,"2022-11-06","20:34:00","Ewallet","9.00"
4478,"Midland","Fashion accessories","32.00",2,"2021-09-21","17:01:00","Ewallet","6.00"
4479,"Mineral Wells","Home and lifestyle","53.00",3,"2022-10-03","20:58:00","Ewallet","6.00"
4480,"Cedar Park","Fashion accessories","80.00",2,"2021-08-21","15:26:00","Ewallet","8.00"
4481,"North Richland Hills","Home and lifestyle","37.00",1,"2022-10-07","20:12:00","Ewallet","6.00"
4482,"McAllen","Fashion accessories","34.00",2,"2020-09-26","17:42:00","Ewallet","5.00"
4483,"Kerrville","Home and lifestyle","84.00",1,"2022-10-21","17:51:00","Ewallet","6.00"
4484,"Allen","Fashion accessories","49.00",2,"2021-12-27","18:07:00","Ewallet","9.00"
4485,"Friendswood","Home and lifestyle","48.00",1,"2023-09-23","15:40:00","Ewallet","9.00"
4486,"Pflugerville","Fashion accessories","67.00",2,"2020-11-05","16:17:00","Ewallet","6.00"
4487,"La Porte","Home and lifestyle","24.00",1,"2023-12-28","18:35:00","Ewallet","6.00"
4488,"Richardson","Fashion accessories","60.00",1,"2020-11-23","19:22:00","Ewallet","9.00"
4489,"Richardson","Home and lifestyle","51.00",2,"2021-08-13","19:55:00","Ewallet","8.00"
4490,"La Porte","Fashion accessories","44.00",3,"2022-09-09","20:55:00","Ewallet","7.00"
4491,"La Porte","Home and lifestyle","75.00",3,"2022-12-31","17:38:00","Ewallet","8.00"
4492,"Coppell","Fashion accessories","76.00",2,"2021-11-13","17:36:00","Ewallet","8.00"
4493,"Conroe","Home and lifestyle","28.00",1,"2020-10-15","18:40:00","Ewallet","8.00"
4494,"Irving","Fashion accessories","31.00",1,"2022-08-11","17:46:00","Ewallet","5.00"
4495,"Pasadena","Home and lifestyle","36.00",1,"2021-11-30","17:56:00","Ewallet","9.00"
4496,"Austin","Fashion accessories","20.00",2,"2022-09-29","16:00:00","Ewallet","6.00"
4497,"Friendswood","Home and lifestyle","45.00",1,"2020-12-19","18:36:00","Ewallet","6.00"
4498,"Richardson","Fashion accessories","85.00",3,"2021-11-05","17:58:00","Ewallet","8.00"
4499,"Huntsville","Home and lifestyle","63.00",3,"2023-08-20","17:28:00","Ewallet","9.00"
4500,"Lancaster","Fashion accessories","81.00",1,"2021-08-18","15:11:00","Ewallet","5.00"
4501,"Mesquite","Home and lifestyle","74.00",3,"2022-10-07","17:27:00","Ewallet","9.00"
4502,"Big Spring","Fashion accessories","72.00",2,"2021-08-04","16:21:00","Ewallet","9.00"
4503,"Coppell","Home and lifestyle","41.00",3,"2020-08-07","20:15:00","Ewallet","8.00"
4504,"Kerrville","Fashion accessories","19.00",3,"2023-09-20","15:13:00","Ewallet","6.00"
4505,"Hurst","Home and lifestyle","62.00",2,"2023-10-01","15:01:00","Ewallet","6.00"
4506,"Austin","Fashion accessories","45.00",3,"2023-11-30","20:59:00","Ewallet","8.00"
4507,"Cedar Park","Home and lifestyle","32.00",2,"2020-11-11","17:52:00","Ewallet","6.00"
4508,"Conroe","Fashion accessories","85.00",3,"2020-12-07","19:37:00","Ewallet","4.00"
4509,"Big Spring","Home and lifestyle","85.00",3,"2023-09-18","15:54:00","Ewallet","8.00"
4510,"North Richland Hills","Fashion accessories","80.00",1,"2022-12-28","20:06:00","Ewallet","4.00"
4511,"Denton","Home and lifestyle","60.00",2,"2023-09-23","20:53:00","Ewallet","6.00"
4512,"North Richland Hills","Fashion accessories","44.00",2,"2020-09-22","20:26:00","Credit card","4.00"
4513,"College Station","Home and lifestyle","54.00",1,"2020-11-21","15:02:00","Credit card","5.00"
4514,"Midland","Fashion accessories","34.00",1,"2022-12-09","15:54:00","Credit card","4.00"
4515,"Killeen","Home and lifestyle","84.00",3,"2023-11-03","16:18:00","Credit card","5.00"
4516,"Rockwall","Fashion accessories","81.00",1,"2021-08-26","16:21:00","Credit card","5.00"
4517,"Huntsville","Home and lifestyle","63.00",2,"2023-08-27","17:06:00","Credit card","6.00"
4518,"College Station","Fashion accessories","66.00",3,"2022-11-02","20:18:00","Credit card","6.00"
4519,"Flower Mound","Home and lifestyle","65.00",1,"2022-08-26","15:52:00","Credit card","8.00"
4520,"Angleton","Fashion accessories","23.00",2,"2023-08-09","20:55:00","Credit card","8.00"
4521,"Pearland","Home and lifestyle","42.00",1,"2020-12-14","16:43:00","Credit card","9.00"
4522,"Conroe","Fashion accessories","54.00",3,"2023-10-03","16:32:00","Credit card","5.00"
4523,"Pflugerville","Home and lifestyle","74.00",3,"2022-09-03","17:11:00","Credit card","8.00"
4524,"Harlingen","Fashion accessories","24.00",1,"2021-12-03","19:18:00","Credit card","8.00"
4525,"Lewisville","Home and lifestyle","25.00",3,"2021-09-15","19:37:00","Credit card","4.00"
4526,"Houston","Fashion accessories","51.00",1,"2021-08-29","17:26:00","Credit card","7.00"
4527,"Haltom City","Home and lifestyle","18.00",1,"2021-12-04","19:54:00","Credit card","4.00"
4528,"Pharr","Fashion accessories","35.00",1,"2020-08-09","19:02:00","Credit card","8.00"
4529,"Grapevine","Home and lifestyle","43.00",3,"2022-11-12","20:57:00","Credit card","4.00"
4530,"Allen","Fashion accessories","84.00",2,"2020-12-03","15:11:00","Credit card","7.00"
4531,"New Braunfels","Home and lifestyle","24.00",3,"2020-10-27","15:14:00","Credit card","6.00"
4532,"Burleson","Fashion accessories","74.00",2,"2023-10-22","20:09:00","Credit card","6.00"
4533,"Harlingen","Home and lifestyle","65.00",1,"2022-11-08","15:02:00","Credit card","9.00"
4534,"Odessa","Fashion accessories","63.00",3,"2021-10-30","20:05:00","Credit card","5.00"
4535,"Friendswood","Home and lifestyle","33.00",2,"2023-12-01","18:11:00","Credit card","4.00"
4536,"Euless","Fashion accessories","71.00",1,"2023-12-18","16:49:00","Credit card","5.00"
4537,"Pearland","Home and lifestyle","31.00",2,"2023-10-28","18:45:00","Credit card","6.00"
4538,"Euless","Fashion accessories","16.00",1,"2021-12-01","16:19:00","Credit card","8.00"
4539,"Edinburg","Home and lifestyle","42.00",3,"2020-08-09","20:54:00","Credit card","4.00"
4540,"Edinburg","Fashion accessories","62.00",2,"2021-10-17","15:32:00","Credit card","9.00"
4541,"Nacogdoches","Home and lifestyle","51.00",2,"2022-10-01","17:02:00","Credit card","9.00"
4542,"Allen","Fashion accessories","52.00",3,"2021-08-29","18:29:00","Credit card","9.00"
4543,"Frisco","Home and lifestyle","46.00",2,"2023-12-24","16:01:00","Credit card","8.00"
4544,"Port Arthur","Fashion accessories","49.00",1,"2020-12-08","15:44:00","Credit card","6.00"
4545,"Friendswood","Home and lifestyle","26.00",3,"2020-11-12","15:02:00","Credit card","7.00"
4546,"Carrollton","Fashion accessories","17.00",1,"2021-12-05","17:36:00","Credit card","8.00"
4547,"Alamo","Home and lifestyle","33.00",3,"2023-09-19","16:28:00","Credit card","7.00"
4548,"Grand Prairie","Fashion accessories","29.00",1,"2023-12-06","17:40:00","Credit card","5.00"
4549,"Odessa","Home and lifestyle","80.00",2,"2023-09-07","19:52:00","Credit card","8.00"
4550,"Lancaster","Fashion accessories","34.00",2,"2021-12-21","15:26:00","Credit card","9.00"
4551,"Pharr","Home and lifestyle","31.00",3,"2020-10-19","16:24:00","Credit card","6.00"
4552,"Kerrville","Fashion accessories","52.00",2,"2021-12-29","15:32:00","Credit card","4.00"
4553,"Houston","Home and lifestyle","44.00",2,"2022-10-18","20:12:00","Credit card","7.00"
4554,"Big Spring","Fashion accessories","75.00",1,"2022-12-12","17:11:00","Credit card","9.00"
4555,"Laredo","Home and lifestyle","72.00",3,"2023-11-27","17:56:00","Credit card","5.00"
4556,"Huntsville","Fashion accessories","59.00",2,"2020-12-29","18:44:00","Credit card","7.00"
4557,"Hurst","Home and lifestyle","33.00",1,"2021-12-19","17:36:00","Credit card","7.00"
4558,"Houston","Fashion accessories","68.00",1,"2022-08-11","15:01:00","Credit card","7.00"
4559,"Canyon","Home and lifestyle","65.00",3,"2020-10-12","18:04:00","Credit card","9.00"
4560,"Eagle Pass","Fashion accessories","65.00",1,"2021-08-17","15:35:00","Credit card","7.00"
4561,"Edinburg","Home and lifestyle","36.00",1,"2021-10-22","15:36:00","Credit card","8.00"
4562,"Angleton","Fashion accessories","52.00",2,"2023-09-19","19:42:00","Credit card","6.00"
4563,"Corpus Christi","Home and lifestyle","65.00",2,"2023-08-25","15:15:00","Credit card","7.00"
4564,"Frisco","Fashion accessories","19.00",1,"2023-08-29","18:24:00","Credit card","8.00"
4565,"College Station","Home and lifestyle","40.00",1,"2023-10-15","19:05:00","Credit card","7.00"
4566,"Little Elm","Fashion accessories","38.00",3,"2022-11-03","15:04:00","Credit card","4.00"
4567,"Canyon","Home and lifestyle","56.00",1,"2023-11-27","17:33:00","Credit card","6.00"
4568,"Alamo","Fashion accessories","69.00",2,"2022-12-23","19:38:00","Credit card","9.00"
4569,"Little Elm","Home and lifestyle","80.00",1,"2020-10-14","18:38:00","Credit card","7.00"
4570,"Lubbock","Fashion accessories","85.00",1,"2021-11-04","16:34:00","Credit card","7.00"
4571,"Austin","Home and lifestyle","80.00",2,"2020-09-27","19:53:00","Credit card","7.00"
4572,"Flower Mound","Fashion accessories","67.00",3,"2020-10-21","20:31:00","Credit card","8.00"
4573,"Rockwall","Home and lifestyle","24.00",1,"2020-08-01","18:05:00","Credit card","6.00"
4574,"Allen","Fashion accessories","52.00",3,"2022-08-20","19:57:00","Credit card","8.00"
4575,"Denton","Home and lifestyle","62.00",2,"2022-11-17","19:19:00","Credit card","5.00"
4576,"Rockwall","Fashion accessories","81.00",1,"2020-10-01","19:05:00","Credit card","7.00"
4577,"McKinney","Home and lifestyle","58.00",2,"2023-08-21","16:24:00","Credit card","6.00"
4578,"Angleton","Fashion accessories","57.00",1,"2022-11-08","17:26:00","Credit card","5.00"
4579,"Haltom City","Home and lifestyle","74.00",1,"2023-08-23","17:09:00","Credit card","9.00"
4580,"La Porte","Fashion accessories","73.00",3,"2021-12-26","19:56:00","Credit card","6.00"
4581,"Richardson","Home and lifestyle","50.00",1,"2020-12-17","17:23:00","Credit card","4.00"
4582,"Conroe","Fashion accessories","68.00",1,"2020-09-29","19:17:00","Credit card","8.00"
4583,"Big Spring","Home and lifestyle","73.00",1,"2020-09-09","15:09:00","Credit card","8.00"
4584,"Plano","Fashion accessories","33.00",3,"2021-10-26","15:57:00","Credit card","4.00"
4585,"Eagle Pass","Home and lifestyle","64.00",3,"2020-11-17","20:56:00","Credit card","4.00"
4586,"Mansfield","Fashion accessories","42.00",3,"2022-08-01","18:32:00","Credit card","5.00"
4587,"Pflugerville","Home and lifestyle","55.00",3,"2023-12-20","18:10:00","Credit card","6.00"
4588,"Fort Worth","Fashion accessories","58.00",2,"2020-12-28","18:22:00","Credit card","4.00"
4589,"Pearland","Home and lifestyle","48.00",3,"2021-11-28","17:15:00","Credit card","8.00"
4590,"Little Elm","Fashion accessories","46.00",3,"2020-12-25","19:50:00","Credit card","6.00"
4591,"Brownwood","Home and lifestyle","29.00",3,"2023-12-22","19:08:00","Credit card","8.00"
4592,"Huntsville","Fashion accessories","36.00",2,"2021-11-20","20:18:00","Credit card","7.00"
4593,"Cedar Park","Home and lifestyle","82.00",1,"2020-08-30","18:43:00","Credit card","9.00"
4594,"College Station","Fashion accessories","23.00",3,"2022-09-21","20:33:00","Credit card","9.00"
4595,"Bryan","Home and lifestyle","71.00",1,"2020-10-01","17:25:00","Credit card","6.00"
4596,"McAllen","Fashion accessories","46.00",2,"2022-08-31","20:53:00","Credit card","4.00"
4597,"Lufkin","Home and lifestyle","25.00",1,"2022-10-05","20:51:00","Credit card","6.00"
4598,"Amarillo","Fashion accessories","57.00",1,"2022-11-14","15:05:00","Credit card","6.00"
4599,"Euless","Home and lifestyle","64.00",1,"2020-11-04","20:01:00","Credit card","6.00"
4600,"North Richland Hills","Fashion accessories","54.00",1,"2020-10-22","16:05:00","Credit card","6.00"
4601,"Denton","Home and lifestyle","66.00",3,"2023-08-09","18:51:00","Credit card","6.00"
4602,"Hurst","Fashion accessories","33.00",2,"2020-10-05","20:53:00","Credit card","9.00"
4603,"McAllen","Home and lifestyle","79.00",3,"2022-08-17","18:40:00","Credit card","7.00"
4604,"Dallas","Fashion accessories","25.00",2,"2022-09-05","16:31:00","Credit card","5.00"
4605,"Kerrville","Home and lifestyle","78.00",2,"2020-10-20","15:04:00","Credit card","5.00"
4606,"Conroe","Fashion accessories","35.00",3,"2022-08-25","19:16:00","Credit card","9.00"
4607,"Cedar Park","Home and lifestyle","35.00",2,"2020-08-29","16:13:00","Credit card","8.00"
4608,"Corpus Christi","Fashion accessories","47.00",1,"2023-08-01","19:23:00","Credit card","6.00"
4609,"Canyon","Home and lifestyle","49.00",1,"2023-12-18","17:16:00","Credit card","8.00"
4610,"Nacogdoches","Fashion accessories","61.00",1,"2023-08-14","18:26:00","Credit card","4.00"
4611,"Dallas","Home and lifestyle","21.00",3,"2023-09-30","18:19:00","Credit card","4.00"
4612,"Richardson","Fashion accessories","16.00",1,"2023-12-16","17:52:00","Credit card","9.00"
4613,"Alamo","Home and lifestyle","48.00",1,"2021-12-24","18:36:00","Credit card","9.00"
4614,"Rockwall","Fashion accessories","55.00",1,"2022-12-13","15:07:00","Credit card","9.00"
4615,"Lewisville","Home and lifestyle","41.00",1,"2021-12-22","16:33:00","Credit card","6.00"
4616,"Bedford","Fashion accessories","23.00",3,"2020-12-01","16:21:00","Credit card","5.00"
4617,"Rockwall","Home and lifestyle","40.00",1,"2021-11-22","16:08:00","Credit card","5.00"
4618,"Port Arthur","Fashion accessories","85.00",2,"2022-09-28","20:54:00","Credit card","8.00"
4619,"DeSoto","Home and lifestyle","49.00",3,"2023-12-10","19:41:00","Credit card","4.00"
4620,"Alamo","Fashion accessories","52.00",2,"2021-10-05","16:19:00","Credit card","5.00"
4621,"Huntsville","Home and lifestyle","44.00",1,"2022-12-10","20:23:00","Credit card","6.00"
4622,"Big Spring","Fashion accessories","21.00",1,"2022-08-19","15:23:00","Credit card","5.00"
4623,"Grand Prairie","Home and lifestyle","21.00",2,"2020-08-12","15:33:00","Credit card","4.00"
4624,"Mineral Wells","Fashion accessories","53.00",2,"2021-11-01","19:46:00","Credit card","4.00"
4625,"Pflugerville","Home and lifestyle","25.00",1,"2023-11-12","18:24:00","Credit card","6.00"
4626,"Bryan","Fashion accessories","26.00",3,"2022-09-04","17:33:00","Credit card","5.00"
4627,"Mansfield","Home and lifestyle","83.00",3,"2022-08-23","18:08:00","Credit card","8.00"
4628,"Lubbock","Fashion accessories","24.00",1,"2021-09-19","15:21:00","Credit card","5.00"
4629,"Dallas","Home and lifestyle","41.00",3,"2020-09-13","21:00:00","Credit card","4.00"
4630,"La Porte","Fashion accessories","43.00",1,"2020-10-21","19:02:00","Credit card","7.00"
4631,"Lufkin","Home and lifestyle","38.00",1,"2022-08-13","16:23:00","Credit card","5.00"
4632,"Killeen","Fashion accessories","62.00",2,"2021-08-29","15:20:00","Credit card","8.00"
4633,"Port Arthur","Home and lifestyle","57.00",3,"2022-11-04","20:51:00","Credit card","5.00"
4634,"North Richland Hills","Fashion accessories","60.00",2,"2023-08-19","20:13:00","Credit card","9.00"
4635,"Nacogdoches","Home and lifestyle","72.00",1,"2023-12-09","19:53:00","Credit card","7.00"
4636,"Hurst","Fashion accessories","84.00",3,"2022-11-19","20:23:00","Credit card","9.00"
4637,"Grand Prairie","Home and lifestyle","37.00",3,"2021-11-22","18:00:00","Credit card","8.00"
4638,"New Braunfels","Fashion accessories","37.00",2,"2020-12-01","18:19:00","Credit card","4.00"
4639,"Baytown","Home and lifestyle","22.00",3,"2023-12-28","18:59:00","Credit card","4.00"
4640,"Amarillo","Fashion accessories","52.00",3,"2023-09-01","17:27:00","Credit card","4.00"
4641,"Bryan","Home and lifestyle","57.00",3,"2021-10-06","20:27:00","Credit card","8.00"
4642,"Missouri City","Fashion accessories","19.00",2,"2021-08-11","18:26:00","Credit card","6.00"
4643,"Abilene","Home and lifestyle","71.00",1,"2023-09-11","15:28:00","Credit card","4.00"
4644,"Farmers Branch","Fashion accessories","76.00",3,"2021-10-15","18:07:00","Credit card","4.00"
4645,"McKinney","Home and lifestyle","31.00",3,"2023-11-08","19:27:00","Credit card","4.00"
4646,"Friendswood","Fashion accessories","43.00",3,"2023-09-24","19:22:00","Credit card","4.00"
4647,"Abilene","Home and lifestyle","29.00",3,"2022-11-30","19:36:00","Credit card","6.00"
4648,"Coppell","Fashion accessories","44.00",1,"2023-11-19","18:23:00","Credit card","9.00"
4649,"Alamo","Home and lifestyle","74.00",3,"2022-08-14","16:22:00","Credit card","7.00"
4650,"Allen","Fashion accessories","35.00",2,"2020-12-05","18:13:00","Credit card","5.00"
4651,"Laredo","Home and lifestyle","49.00",2,"2021-12-31","18:50:00","Credit card","4.00"
4652,"Brownsville","Fashion accessories","49.00",2,"2022-08-09","15:59:00","Credit card","8.00"
4653,"Frisco","Home and lifestyle","15.00",3,"2020-12-27","16:19:00","Credit card","6.00"
4654,"Bedford","Fashion accessories","17.00",3,"2020-10-16","18:39:00","Credit card","4.00"
4655,"Cedar Park","Home and lifestyle","35.00",2,"2020-11-02","17:06:00","Credit card","5.00"
4656,"League City","Fashion accessories","26.00",2,"2022-10-07","18:42:00","Credit card","4.00"
4657,"Bryan","Home and lifestyle","75.00",1,"2021-09-29","20:14:00","Credit card","9.00"
4658,"North Richland Hills","Fashion accessories","18.00",1,"2022-12-09","18:12:00","Credit card","5.00"
4659,"Houston","Home and lifestyle","41.00",2,"2021-09-14","16:22:00","Credit card","6.00"
4660,"Mission","Fashion accessories","74.00",3,"2020-09-05","19:38:00","Ewallet","5.00"
4661,"League City","Home and lifestyle","29.00",1,"2020-09-06","18:47:00","Credit card","5.00"
4662,"DeSoto","Fashion accessories","73.00",3,"2022-10-01","18:25:00","Credit card","5.00"
4663,"Grand Prairie","Home and lifestyle","73.00",2,"2023-11-11","17:37:00","Credit card","5.00"
4664,"Haltom City","Fashion accessories","22.00",3,"2023-09-30","16:22:00","Credit card","7.00"
4665,"La Porte","Home and lifestyle","45.00",1,"2023-08-19","16:06:00","Credit card","6.00"
4666,"Conroe","Fashion accessories","74.00",2,"2020-10-21","17:54:00","Credit card","4.00"
4667,"Pflugerville","Home and lifestyle","43.00",3,"2021-11-08","20:00:00","Credit card","6.00"
4668,"Corpus Christi","Fashion accessories","30.00",3,"2022-09-01","17:09:00","Credit card","9.00"
4669,"Kerrville","Home and lifestyle","69.00",1,"2023-12-08","15:31:00","Credit card","7.00"
4670,"Longview","Fashion accessories","18.00",3,"2021-09-10","18:46:00","Credit card","7.00"
4671,"Eagle Pass","Home and lifestyle","37.00",2,"2020-12-23","18:19:00","Credit card","6.00"
4672,"Friendswood","Fashion accessories","33.00",2,"2022-09-14","17:25:00","Credit card","8.00"
4673,"Grapevine","Home and lifestyle","64.00",2,"2021-11-29","18:57:00","Credit card","9.00"
4674,"Galveston","Fashion accessories","33.00",3,"2021-08-17","17:15:00","Credit card","5.00"
4675,"Harlingen","Home and lifestyle","37.00",2,"2021-09-16","17:56:00","Credit card","6.00"
4676,"Allen","Fashion accessories","71.00",3,"2020-09-13","19:39:00","Credit card","4.00"
4677,"Mission","Home and lifestyle","23.00",3,"2023-10-20","20:54:00","Ewallet","8.00"
4678,"Friendswood","Fashion accessories","55.00",3,"2022-08-02","18:51:00","Credit card","9.00"
4679,"Midland","Home and lifestyle","79.00",2,"2021-10-28","16:42:00","Credit card","8.00"
4680,"Farmers Branch","Fashion accessories","66.00",1,"2023-12-15","19:44:00","Credit card","4.00"
4681,"Fort Worth","Home and lifestyle","71.00",2,"2020-12-16","20:43:00","Credit card","9.00"
4682,"Garland","Fashion accessories","33.00",1,"2023-12-08","19:32:00","Credit card","7.00"
4683,"DeSoto","Home and lifestyle","21.00",3,"2021-11-14","19:24:00","Credit card","6.00"
4684,"McAllen","Fashion accessories","63.00",1,"2023-11-06","16:58:00","Credit card","4.00"
4685,"Mission","Home and lifestyle","39.00",3,"2020-11-07","15:51:00","Ewallet","5.00"
4686,"Burleson","Fashion accessories","22.00",3,"2023-12-31","16:22:00","Credit card","4.00"
4687,"Little Elm","Home and lifestyle","63.00",2,"2022-10-31","20:06:00","Credit card","8.00"
4688,"Houston","Fashion accessories","77.00",3,"2021-09-23","20:00:00","Credit card","6.00"
4689,"Brownsville","Home and lifestyle","31.00",1,"2021-09-11","17:35:00","Credit card","9.00"
4690,"Abilene","Fashion accessories","28.00",2,"2021-10-27","18:04:00","Credit card","7.00"
